index,Title,Opinion,Place,Gender,Age,Country,Date,Label
4658,"""No puede faltar la visita""","""Una zona de Guanajuato a donde puedes llegar, ya sea caminando o en funicular. Puedes ver y tener bonitas fotos en panorámica del Guanajuato viejo... tienen que visitarlo.""",Monumento Pípila,Male,40,República Dominicana,07/08/2017,5
4659,"""Hermosísima Basílica""","""Este punto de la ciudad es básico para conocer y ubicarse en Guanajuato, nos encantó su estructura y sobre todo, que es un símbolo de la ciudad.""",Basilica Colegiata,Female,46,México,01/01/2014,5
4660,"""Historia y arte""","""Excelente lugar, lleno de historia y arte, tanto en su estructura cómo en su esencia, no se debe perder de la explicación de los guías turísticos para conocer más a fondo la historia de este lugar. Impresionante.""",Teatro Juárez,Male,39,México,10/01/2016,5
4661,"""Arquitectura impresionante""","""La universidad es una de las atracciones que no deben faltar en tu visita a la ciudad de Guanajuato tiene una escalinata con una vista panorámica y una sensación difícil de describir tienes que visitarlo.""",Universidad de Guanajuato,Male,45,Guatemala,28/12/2017,5
4662,"""Me encontré a mi misma…""","""Cada lugar que visito, voy a las iglesias, pues aparecen santos de los cuales no conocía la historia, me encontré con una imagen de la Virgen de la Paz, y en realidad creo que ella me encontró a mi, una experiencia que nunca olvidaré.""",Basilica Colegiata,Female,46,México,27/01/2014,5
4663,"""Muy padre""","""Es un lugar mágico no lo conocía me dejo un buen sabor de boca, claro por el beso que tienes que dar en el tercer escalón.""",Callejón del Beso,Male,46,México,30/11/2015,5
4664,"""¡Muy lindo y pintoresco!""","""Es un pequeño jardin donde hay restaurantes, puestos de comida y bares para sentarse y disfrutar la mañana, la tarde o noche.""",Jardín de la Unión,Female,27,México,14/09/2017,5
4665,"""Bonito lugar""","""Es un bonito lugar para visitar, las escaleras de la universidad resultan ser muy emblemáticas, sin duda alguna uno de los lugares obligados de Guanajuato.""",Universidad de Guanajuato,Male,26,México,18/10/2016,5
4666,"""¡Vale la pena!""","""Es necesario subir allí para oír la magnífica historia diestras del personaje. Pero mucho cuidado con los vendedores ambulantes, te ofrecen piedras falsas y se disgustan si les recibes para ver pero luego no les compras... recomiendo no prestarles atención, no interactuar con ellos ni siquiera... La vista es espectacular, vale la pena.""",Monumento Pípila,Female,20,Colombia,11/05/2017,5
4667,"""Romántico""","""Me encantó su historia como se dio ese desenlace el amor de la joven y el padre que no adepto ese amor.""",Callejón del Beso,Female,20,México,11/06/2017,5
4668,"""Historia""","""Esta en perfectas condiciones el teatro y el historiador que da el recorrido lo hace muy ameno e interesante. Un pedazo de historia viva en el centro de la ciudad.""",Teatro Juárez,Female,21,México,23/07/2017,5
4669,"""Visita obligada en Guanajuato""","""Son muchas las atracciones de esta bella ciudad, pero el Museo de las momias de Guanajuato es visita obligada. Aprende a qué se debe que estos cadáveres se momificaron: ¿fué proceso natural?, ¿los sacaron de la tierra?, ¿cuál fué la primera momia descubierta?, ¿se exhiben sólo momias de adultos?. Ven y descubre ésto y mucho más.""",Museo de las Momias,Male,30,México,11/04/2017,5
4670,Debes visitar la Universidad,"El edificio es majestuoso y detrás de los muros no sólo hay amor al conocimiento, sino estructuras arquitectónicas que dan cuenta de una época. Creo que no se entiende la vida en el centro de Guanajuato sin hacer referencia a la Universidad. Las callejoneadas y el ánimo estudiantil cobran espíritu alrededor de sus escaleras.",Universidad de Guanajuato,Female,-1,México,2019,5
4671,"""Muy bonito""","""Este lugar el cual se aprecia desde el mirador del pipila como si fuera una rebanada de queso tiene mucho entretenimiento con sus restaurantes al aire libre y grupos musicales como norteños y mariachis para pasar momentos muy amenos.""",Jardín de la Unión,Male,-1,Estados Unidos,07/01/2016,5
4672,"""¡Visita obligada!""","""Me encantó la visita guiada que el personal del lugar nos ofreció, te explican cada detalle del lugar.""",Alhóndiga,Male,57,Chile,17/05/2016,5
4673,"""Una maravilla""","""Es fascinante estar ahí, sentarte en las escaleras y poder observar desde ahí el monumento del Pipila y admirar el paisaje tan pintoresco que conserva Guanajuato.""",Universidad de Guanajuato,Male,24,México,14/12/2013,5
4674,"""Imperdible""","""Una  belleza arquitectonica e historica, les recomendo utilizar al guía quien es excepcional y el libro de historia que vende al final es barato y muy bueno para entender partes de la histroia desconocida de México. La arquitecrura del teatro es simplemente magnifica.""",Teatro Juárez,Male,54,México,08/04/2017,5
4675,"""Excelente vista""","""Hermosa vista panorámica de la ciudad de Guanajuato, tanto de día como de noche, hay muchos puestos de artesanías.""",Monumento Pípila,Male,34,México,13/06/2016,5
4676,Lugar mágico,Muy bonito el lugar aunque pequeño situado en el centro de la ciudad. con restaurantes bar y muchas personas alrededor.,Universidad de Guanajuato,Male,-1,Nueva Zelanda,2018,5
4677,"""Interesante""","""Lugar histórico, para visitar con tu pareja y admirar los lugares icónicos que ofrece Guanajuato a nivel mundial.""",Callejón del Beso,Male,43,México,18/05/2016,5
4678,"""Muy bonito""","""Excelente para sentarse y apreciar el lugar, o comer en los lugares que están cerca, aún que por las noches es hermoso como se ve la iluminación y puede ir uno caminando en esta parte o llegar a algún bar o restaurant a cenar o beber algo, con una excelente vista.""",Jardín de la Unión,Female,25,México,10/08/2014,5
4679,"""Hermosa Casa de Estudios""","""Es una de las más bellas construcciones de la ciudad, su escalinata es hermosa y vale la pena muchas fotos en ella , aunque siempre hay gente alrededor.""",Universidad de Guanajuato,Male,38,México,01/03/2018,5
4680,"""Bella""","""En esta ocasión quiero recomendarles un gran monumento al arte y la arquitectura, el edificio que alberga a la universidad de Guanajuato es algo que no debes dejar de visitar. Es simplemente transportarte a otro tiempo caminar por sus pasillos, platicar con amigos y tu pareja en sus patios y mejor aun declararle tu amor a esa persona que te importa tanto en su gran escalinata. Durante el mes de octubre en la ciudad se desarrolla el Festival Internacional Cervantino, el cual no seria el mismo sin las exposiciones que se realizan dentro de la Universidad de Guanajuato, así como la proyección de film en su escalinata. Monumento icono de la cuidad, la cual le debe a esta una gran tradición las famosas estudiantinas, grupo de estudiantes de diversas facultades que andan por las calles adoquinadas tocado pandero y cantando.""",Universidad de Guanajuato,Male,-1,México,14/08/2013,5
4681,"""Familia""","""Lo mejor te remonta a otras épocas de muy excelente comunión y una gran experiencia, el personal muy agradable.""",Museo de las Momias,Male,29,Argentina,13/08/2016,5
4682,"""Dos obras de teatro""","""Excelentes visitas. Acudí a dos obras de teatro excelentes y gratis y no sólo disfrute de las actuaciones sino también de la visita al espectacular teatro. ¡Precioso!""",Teatro Juárez,Female,46,México,17/08/2016,5
4683,"""De visita obligatoria""","""Magnífica arquitectura, llena de historia. La UG es imprescindible al visitar la ciudad. Sus escalinadaa son geniales y la vista desde arriba es impecable.""",Universidad de Guanajuato,Male,-1,México,31/01/2017,5
4684,"""Lugar encantador""","""El lugar y el ambiente son mágicos. Hay una estudiantina que ""callejonea"" muy divertida, mariachis y juglares. Aún después de una larga noche de bailes y jarana, la plaza está impecable.""",Jardín de la Unión,Male,68,Argentina,13/04/2015,5
4685,"""Lleno pero fluido, texturas asombrosas""","""Fila larga pero fluida, barato ($90 y $45 estudiantes, aporox), letreros breves y muy enriquecedores sobre cada escena y textura que ves en las momias. Impactante el grado de conservación y ahí verás la momia más pequeña del mundo (un bebé), el recorrido es como de 30min aporox, no hay nada que espante terrible. Si llegas en auto llega hasta el final de la calle, hay muchos que te cuidan el auto afuera, pero mejor llega al estacionamiento oficial, es más seguro. No dejes nada a la vista en tu auto.""",Museo de las Momias,Female,32,México,16/09/2015,5
4686,"""Magnifíca""","""Una costrucción que solo podrías ver de otra manera en europa, no se la pierdan.""",Universidad de Guanajuato,Male,28,México,07/02/2012,5
4687,"""Romántico sí vas con tu pareja""","""Padrísimo caminar por los callejones de Guanajuato acompañados por la Tuna Madrigal por ejemplo que ameniza el recorrido, con música, bromas, etc. Hasta llegar al callejón del beso en donde tienes que recibir un beso en el tercer escalón porque si no es de mala suerte... la leyenda del callejón del beso es interesante y romántica, lo que no me gustó fué que no llevaba pareja pero un valiente por diez pesos me dió un beso en la mejila... que bueno si no 7 años de mala suerte. No pueden dejar de visitarlo.""",Callejón del Beso,Female,42,México,11/07/2015,5
4688,Padrisimo,"No dejen de ir esta súper bien conservando limpio y bonito
Vale mucho la pena.
La verdad nos esperábamos algo muy sencillo y esta súper padre!",Museo de las Momias,Female,-1,México,2018,5
4689,"""Guanajuato en todo su esplendor""","""El mirador principal de la ciudad, donde podrás admirar la belleza y magnificencia de las edificaciones de la ciudad. Toda una experiencia, si vas en grupo podrás subir caminando por los callejones hasta el mirador. Si vas solo en parejo recomiendo subir por algún medio de transporte ya que lamentablemente se ha puesto un poco inseguro subir por los callejones uno solo. Una vez que estés ahí no prestes atención de las personas que se acercan a venderte el libro de leyendas o que quiere contarte la historia (falsa) del teatro Juárez... disfruta tu estancia y tiempo en el mirador. A todas horas se tiene una vista maravillosa.""",Monumento Pípila,Male,66,México,19/05/2017,5
4690,Un must en Guanajuato,"Sin duda no se puede visitar Guanajuato sin visitar el 
típico callejón del Beso, seas o no seas romántico, hay que
visitarlo. Eso sí, ármate de paciencia por la larga fila y la 
aglomeración que se genera. Si no te gusta eso, con que 
solo le tomes la foto de lejos estás ""done""",Callejón del Beso,Male,-1,México,2019,5
4691,"""Muy tipico""","""Nos hospedamos en un hotel que está ubicado en este jardín, alrededor hay restaurantes y muchos árboles y jardineras, el ambiente de noche y día es muy agradable. Nos tocó estar en domingo por la tarde cuando los locales y turistas salen a pasear. Por la noche los bares aceptan mariachi y grupos de músicos para hacer mejor el ambiente.""",Jardín de la Unión,Male,41,México,05/06/2017,5
4692,"""Sin falta""","""Mi recomendación es ir en la mañana o no pasar de las 2:00 del día, ya que después se llena mucho, pero no teman más de una hora nunca tardan, si sus guías les dicen (durante semanas tranquilas) que se tardaran mucho, es mentira, ni siquiera cuando es puente la fila es muy larga (en fechas como el cervantino, navidad, año nuevo, no se como se pone) los guías a veces se quieren ahorrar el viaje como lo hicieron conmigo dos veces, con excusas como'tardaran dos horas' 'ya cerraron' les recomiendo ir mejor por su propio pie, es mejor, les ahorra el coraje.""",Museo de las Momias,Female,17,México,31/10/2016,5
4693,"""¡¡Excelente Visita!! :D""","""Más que solo palabras, merece aplausos, una estadía muy romántica y alegre con mi pareja en la ciudad de Guanajuato, tiene muy bellos puntos de turismo que se pueden visitar caminando, sin la necesidad de tomar algún transporte!! ¡¡Hermosa basílica, muy colorida, la verdad vale la pena tomarse la foto y visitarla por dentro!! Visiten Guanajuato!!""",Basilica Colegiata,Female,40,México,21/12/2016,5
4694,"""Romántico""","""El lugar está super concurrido sin embargo vale la pena visitarlo y escuchar la historia de la doncella y el minero.""",Callejón del Beso,Female,33,México,11/06/2013,5
4695,Conoce un poco de Diego,"Una casa que refleja lo que fue la breve estancia de Diego en nuestro país, llena de obras de arte que vale la pena ver y apreciar, la explicación que da la guía es muy buena, pues te adentra a los secretos de Diego y el cómo fue su relación con Frida Kahlo recomendable ir.",Casa de Diego Rivera,Male,-1,México,2019,5
4696,"""Preciosa iglesia""","""La Basílica está preciosa y en pleno centro de Guanajuato, vale la pena ir a visitarla y de ser posible participar de una misa.""",Basilica Colegiata,Male,-1,México,28/11/2017,5
4697,"""Joya arquitectónica del Porfiriato: estilo único en el país""","""De los teatros mejor conservados de la República, un capricho ecléctico del Arquitecto Rivas Mercado -el más renombrado en México a fines del siglo XIX, autor de la Columna de la Independencia entre otros monumentos relevantes- con influencias orientales en su interior se destaca su gran candil veneciano al centro de la sala, así como su telón con un antiguo paisaje de Estambul. Se ubica en el corazón de la ciudad, es referente para ubicarse.""",Teatro Juárez,Male,48,México,15/08/2017,5
4698,"""¡Visita obligada!""","""Este es uno de los lugares que hacen que Guanajuato valga la pena visitar. Lo mantienen en excelentes condiciones, y el montaje de las salas con las explicaciones dejan clara la relevancia histórica de ese hermoso lugar. 100% recomendable.""",Alhóndiga,Male,65,México,12/07/2015,5
4699,"""Muy buen cervantino""","""Muy buen ambiente en el jardín derivado del FIC, este Jardín es un punto de reunión de turistas y ciudadanos. Saludos!""",Jardín de la Unión,Male,-1,México,26/10/2012,5
4700,"""Sólo por fuera""","""Paseando por allí en mis vacaciones de verano, conociendo Guanajuato.""",Teatro Juárez,Male,23,México,31/03/2012,5
4701,"""El corazón de la ciudad, no encontrarás otro mas lindo en el Bajío"" ","""De los jardines principales del Bajío, éste sin duda, es el mas hermoso. De forma triangular, en una esquina puedes ver el Teatro Juárez, el mas hermoso de Guanajuato; en otra esquina, un templo con portada Barroca, entre los callejones, puedes ver el Monumento al Pípila. En su muy corto perímetro puedes encontrar cafés, bares y restaurantes, donde puedes escuchar trova, mariachis o los tradicionales ""palitos"". Excelente para ir a caminar, encontrar una banca y sentarte a ver pasar la vida.""",Jardín de la Unión,Female,36,México,19/11/2011,5
4702,"""¡Fantástico!""","""¡Es un viaje histórico que vale totalmente la pena! ¡Observar la arquitectura y los muebles de la época es fantástico! Recomendable""",Teatro Juárez,Male,51,Estados Unidos,12/08/2015,5
4703,"""Música infinita""","""Admirable lugar que te deja relajado con su música y a la vez motivado para cantar diferentes géneros como mariachi, norteño y la mismas estudiantinas que pasan por ahí. Agradable sin dejar pasar una foto o Selfie.""",Jardín de la Unión,Male,-1,México,06/11/2016,5
4704,"""Fabulosa vista""","""Este lugar es de los que no te puedes perder en tu visita a Guanajuato. Al lugar puedes llegar en a pie, en carro, taxi o camión de transporte público, pero la forma más novedosa es a través del funicular que se toma por atrás del Teatro Juárez. En el lugar encontrarás el monumento a Juan José de los Reyes Martínez 'el Pípila', tienes un gran mirador donde se ve todo el centro de la ciudad y también hay puestos de artesanías y recuerditos. Si te gusta caminar y optas por subir caminando, lo recomendable es que no sea en la noche, porque los callejones que suben al lugar se vuelven algo inseguros.""",Monumento Pípila,Female,32,México,28/04/2015,5
4705,"""Excelente vista""","""Una vista completa de la ciudad, una estancia agradable y experiencia padre en el funicular, económico.""",Monumento Pípila,Female,40,México,09/03/2018,5
4706,bellisima un obra de arte por si sola,"Se impone majestuosa ante toda la ciudad, que de por sí es bellísima. Es enorme y vistosa. Se debe visitar (porque además a su alrededor hay demasiadas cosas).",Basilica Colegiata,Female,-1,México,2019,5
4707,"""Imperdible""","""Uno de los teatros más bonitos del país. Una obra de arte en sí mismo tanto por fuera como por dentro. Pueden buscar algún evento o simplemente entrar a disfrutar de su majestuosidad.""",Teatro Juárez,Male,17,México,15/12/2015,5
4708,"""¡Bellísimo!""","""No tuvimos la oportunidad de verlo por dentro pero por fuera es una excelente obra arquitectónica que no puede faltar en tu visita a esta ciudad, de día y de noche es increíble.""",Teatro Juárez,Male,38,México,06/06/2016,5
4709,"""Bien""","""Una vista genial de la ciudad desde este punto. En la noche la vista es excelente también. En octubre las noches son frías y con mucho viento, recomiendo que lleven ropa abrigada.""",Museo de las Momias,Male,32,España,11/10/2016,5
4710,"""Visita obligada""","""Una atracción única y sumamente interesante, además de que es una visita obligada si vienes a visitar la ciudad de Guanajuato, encontraras diversos cuerpos momificados de diferentes edades y las causas de sus muertes son muy escalofríantes, no te arrepentirás de la visita...""",Museo de las Momias,Male,50,México,11/08/2016,5
4711,"""Tiempo y paciencia""","""Muy interesante la visita, es ir con tiempo y paciencia ya que es un lugar muy concurrido debido a su historia, nosotros cometimos el error de pasar antes de irnos a comer y moría de hambre... pero vale mucho la pena ir, darse el tiempo para ir paso a paso por toda la historia que te va narrando.""",Alhóndiga,Female,36,Costa Rica,16/04/2017,5
4712,"""Lo que más historia tiene""","""Este callejón es lo mas característico que tiene Guanajuato, es súper visitado y hay muchas personas que te cuentan la leyenda, no dejen de ir a visitarlo.""",Callejón del Beso,Female,26,México,05/11/2012,5
4713,"""Lo mejor de la ciudad""","""Muy bien cuidado, y dan tours diarios con la explicación del lugar.""",Teatro Juárez,Male,41,México,29/05/2012,5
4714,"""Espectacular""","""Para el día y la noche, tanto dentro como por fuera en las escaleras la pasaran increíble, de noche se ve espectacular con todas las luces y de día hay mariachis afuera entre otras atracciones, definitivamente tienen que ir a conocerlo.""",Teatro Juárez,Male,36,México,25/07/2017,5
4715,"""Estoy en Guanajuato""","""Excelente ambiente y muy concurrido, por las mañanas es más tranquilo.""",Jardín de la Unión,Male,40,México,06/04/2012,5
4716,"""¡Romántico!""","""¡Súper romántico ir con tu pareja y darte el tradicional beso en el 3er escalon! Vayan temprano pues en la noche se acumula la gente y no disfrutas el momento.""",Callejón del Beso,Female,42,México,19/09/2013,5
4717,"""Linda""","""Tiene unos restaurantes en frente donde es muy ameno comer, no se pueden perder las enchiladas mineras.""",Basilica Colegiata,Male,33,Italia,08/08/2012,5
4718,"""Gran arquitectura""","""Una obra de gran arquitectura realmente asombrosa como todo lo quehay en Guanajuato.""",Universidad de Guanajuato,Female,52,México,10/01/2012,5
4719,"""No puede faltar el recorrido""","""No puedes no ir a conocer y tomarte la foto en este grandioso lugar. Muy céntrico. A un costado hay más instalaciones que también debes conocer.""",Universidad de Guanajuato,Male,38,México,15/09/2016,5
4720,Más de lo que imaginé,"Si piensas en Guanajuato piensas en momias y este museo me encantó, leo comentarios desfavorables y creo que es cuestión de suerte, cuando fui estaba solo y me pareció muy interesante, muy completo y lleno de información",Museo de las Momias,Male,-1,México,2018,5
4721,"""Muy entretenido paseo""","""Me parece que es una experiencia maravillosa que todos debemos conocer, es parte de nuestra cultura, muy interesante cuando escuchamos los relatos y tanto misterio que envuelve, ¡RECOMENDABLE PARA VISITAR!""",Museo de las Momias,Female,30,Argentina,02/10/2014,5
4722,"""Plaza principal""","""De aquí inicia el recorrido con muchas opciones para disfrutar de ese lindo lugar, bastante agradable con una vegetación increíble arboles con muy buena sombra y sillas al rededor.  Los restaurantes son un deleite para el paladar y no se diga de los bares a su alrededor.""",Jardín de la Unión,Male,36,México,25/10/2016,5
4723,"""Visita a las momias""","""En ese lugar me gustó todo. He estado ya varias veces... ¿qué más puedo decir? Siempre cuando visito Guanajuato vengo a este lugar y después voy al panteón donde están mis abuelos ya que soy de este lugar.""",Museo de las Momias,Male,45,México,13/12/2012,5
4724,"""Un lugar excelente para estudias""","""Las instalaciones de la escuela de diseño, son funcionales y los talleres de diseño son espaciosos y con mobiliario adecuado.""",Universidad de Guanajuato,Female,26,México,10/04/2014,5
4725,"""Punto necesario para visitar en Guanajuato""","""Este museo es de los más completos y entretenidos que he visitado. Me encantaron los murales que se encuentran en la escalinata y en el techo del edificio, son preciosísimos, así como la explicación que dio una persona designada por el museo para ese efecto, quien explicó claramente y de forma rápida la historia de ese edificio tan importante.""",Alhóndiga,Female,66,México,01/01/2014,5
4726,"""Hermoso teatro""","""Un lugar que no puedes dejar de visitar en Guanajuato. Es hermoso y está muy cerca de los otros lugares turísticos. Enfrente de él está una plaza pequeña muy bonita.""",Teatro Juárez,Male,28,México,03/07/2017,5
4727,Hermoso museo,Es un lugar hermoso con mucha historia es impresionante el tiempo que tiene este lugar y la historia que encierran sus paredes si vas a Guanajuato no puedes dejar de entrar a ese mitico lugar,Alhóndiga,Female,-1,México,2019,5
4728,Supero mis expectativas,"Una de las mejores opciones para ir al museo es ir caminando. Se conoce más allá del centro turístico y enormes escaleras para subir. Y dentro del museo, siempre prefieran ir con un guía, ya que explican detalles escabrosos de cómo llegaron esos cuerpos allí",Museo de las Momias,Female,-1,Chile,2019,5
4729,"""Hermoso""","""Es un lugar con una belleza arquitectónica inmensa, aunque en realidad la ciudad de guanajuato en su totalidad es hermosa.""",Universidad de Guanajuato,Male,26,México,27/08/2012,5
4730,"""Excelente museo""","""Me gusto mucho este museo ya que nos muestra toda la vida de Diego Rivera desde su infancia... Nos muestra sus principales obras y hay una area de cine donde puedes ver un documental de su vida. Además hay un espacio donde te hablan de sus murales... Es un lugar que no deben de dejar de visitar cuando estén en guanajuato ademas de que cobran $5 a los estudiantes.""",Casa de Diego Rivera,Female,41,México,30/04/2012,5
4731,"""Ver para creer""","""La Universidad de Guanajuato tiene una arquitectura inigualable! En perfectas condiciones y sobre todo se respira armonía y juventud!! Perfecto para una tarde por Guanajuato.""",Universidad de Guanajuato,Female,27,México,19/11/2014,5
4732,"Como si fuera la primera vez, totalmente renovado.","Da gusto regresar y sentir la experiencia totalmente renovada, con nuevo diseño del recorrido y del espacio. Muy bonita experiencia.",Museo de las Momias,Male,-1,México,2020,5
4733,"""Paseo obligado si vas a Guanajuato""","""Muy relajante, divertido, hay mimos, y maravilloso si subes por el funicular, solo tienes que subir antes de las 9:00 de la noche si no ya no hay bajada... Y tambien puedes hacer el recorrido con la estudiantina que lo contratas justo ahi en el Jardin de la Unión.""",Jardín de la Unión,Female,25,México,23/08/2016,5
4734,"""Historia, lugar hermoso""","""El teatro además de ser un lugar lleno de historia, es conservado en excelente estado. Vale la pena contratar un guía.""",Teatro Juárez,Female,34,México,11/10/2015,5
4735,Ideal para conocer la historia de Mexico,"Independientemente de la belleza del edificio, en las salas te van informando de una manera muy clara la evolucion de de Mexico desde la independencia, la etapa de Juarez, Maximiliano, revolucion y Porfirio Diaz, todo entendiendo el porque. En la planta baja podras observar los rostros de los principales proceres de la independencia en unas salas espectaculares",Alhóndiga,Male,-1,N/I,2019,5
4736,"""El de los 500""","""Algo de historia de este muralista mexicano desde su desliz con el cubismo hasta réplica de uno de sus mejores murales, su casa su vida…""",Casa de Diego Rivera,Male,-1,México,14/10/2015,5
4737,"""Monumental""","""Cada vez que vamos tratamos de visitarlo, ya sea viendo sus teatros callejeros y viendo alguna obra que estén presentando, es una joya en pleno centro de la cuidad con muchas actividades que valen la pena apoyar.""",Teatro Juárez,Female,50,México,25/11/2014,5
4738,"""Visita obligada""","""Es un lugar obligado cuando vienes a Guanajuato, conocer su leyenda y tomarse una foto en pareja o familiar.""",Callejón del Beso,Male,53,México,01/03/2018,5
4739,"""Gran explicación del guía""","""En general el edificio en si vale la pena por la arquitectura y las exposiciones que tiene. Sin embargo me gustaría recalcar que el maestro que nos dio la explicación del pasaje del ""pipila"" y el pasaje completo de independencia sin lugar a dudas un gran explicador y conocedor de la historia de México. Si bien hablo como por 40 minutos, fueron los 40 minutos mas rápidos, la realidad es que se nos hicieron agua. Los guías básicamente se sostienen de las propinas y la verdad hay que ser generoso si nos gusto la explicación, y en verdad este maestro guía valió los 100 pesos por su tiempo. Debería de haber mas maestros así. Un espacio muy recomendable por que el lugar esta muy bien conservado, las personas que están en el museo muy amables y los murales fuera de serie.""",Alhóndiga,Female,43,México,13/05/2012,5
4740,"""Excelente""","""La visita me encantó, todo estuvo muy interesante, estoy muy contenta.
Lo único que deberían mejorar es dejar entrar menos personas a la vez o por lo menos respetar que dejan entrar máximo 30 personas a una sala para que todos disfruten muy bien la visita.""",Museo de las Momias,Female,64,Eslovaquia,23/02/2016,5
4741,"""Fascinante""","""Todo en Guanajuato tiene una historia y aquí dice que solo quien llegue a ser profesionista podrá llegar al final de las escaleras y tocar la puerta 😊 es un edificio hermoso que indudablemente te gustará.""",Universidad de Guanajuato,Female,35,México,24/04/2015,5
4742,"""Un lugar para enamorarse literal""","""Hace 8 años fui y justo ahí en ese callejón del beso me di cuenta que estaba enamorada del que hoy es mi esposo, pero lo había recién conocido y pensé que no sería para mí, 8 años después, volvimos para darnos el tradicional beso tal y como lo marca la leyenda aunque parezca un simple callejón creo que encierra una magia increíble, vale la pena ir a escuchar la leyenda es una historia hermosa y triste.""",Callejón del Beso,Female,55,México,24/04/2015,5
4743,"""Majestuosa""","""La construcción, la historia que guarda este ahora museo, las pinturas, los minerales que te venden fuera de esta.""",Alhóndiga,Female,27,México,22/10/2012,5
4744,"""Lugar emblemático""","""El callejón del beso es sin duda una de las atracciones más importantes y obligatorias cuando se visita Guanajuato, si fuiste a Guanajuato con tu pareja y no fuiste al callejón del beso. No fuiste.
 En temporada alta se tiene que tener mucha paciencia para la ansiada foto ya que la fila que se forma es impresionante, es importante tener la cámara lista... o bien a la persona que les tomara las fotos... allí también te las venden y en un costado de la foto ponen la historia del callejón.""",Callejón del Beso,Female,31,México,14/01/2016,5
4745,"""Interesante""","""El estado y conservación del lugar es genial, el concepto al rededor del lugar como institución y del mismo como referente histórico y arquitectónico es muy interesante. Es rápido de visitar y esta cerca de muchos otros atractivos.""",Universidad de Guanajuato,Male,26,Colombia,28/06/2016,5
4746,"""GENIAL""","""Es un lugar maravilloso hace que retrocedas al pasado en un instante, vale la pena conocerlo y saber como era que la gente de la epoca vivia el teatro. Es imponente visiténlo.",Teatro Juárez,Female,37,México,15/08/2012,5
4747,Asombrado,"Asombrado , la arquitectura , su gente y su comida no hay nada de esto en mi Colombia espero conocer más",Mercado Hidalgo,N/I,-1,México,2018,5
4748,"""Interesante""","""Fuimos a la Alhóndiga de Granadinas como parte de nuestro City Tour. Si estás en Guanajuato es una visita obligada ya que lo qué pasó ahí fue una parte muy importante de la historia de México y como dicen por ahí los viajes ilustran así que no se pierdan la visita. Importante contar con un buen guía para la información.""",Alhóndiga,Male,45,México,07/06/2017,5
4749,Excelente visita,La construcción es muy bella y al llegar arriba puedes disfrutar parte de la ciudad. Es una visita obligada si te encuentras en la ciudad.,Universidad de Guanajuato,Female,-1,México,2019,5
4750,"""¡No puede faltar la foto!""","""Para mí el callejón del beso es la atracción principal de Guanajuato, ya que en un momento simboliza el encanto de esta ciudad hecha de callejones y tradición. No dejen de ir.""",Callejón del Beso,Female,17,México,12/01/2018,5
4751,"""Es otro mundo, es sublime belleza""","""Todo, todo, es  la arquitectura europea, o mas bien Italiana con toque espanol en su maxima expresión.""",Teatro Juárez,Male,53,Estados Unidos,14/10/2014,5
4752,"""Impresionante e imponente""","""Una edificación como pocas para el año de construcción, resalta su hermosa fachada alta muy alta, que sobresale entre los estrechos callejones, un lugar sin duda que merece ser visitado en su paso por Guanajuato Capital…""",Universidad de Guanajuato,Male,53,México,22/04/2017,5
4753,Hermoso,"Está muy bonita, hay elevador, pinturas hermosa de Diego Rivera y otras exposiciones, el costó vale mucho la pena.",Casa de Diego Rivera,Female,-1,México,2019,5
4754,"""Es una visita obligada""","""Es una visita obligada en Guanajuato. La casa es linda con las habitaciones ambientadas en la época de infancia de Rivera. También se presenta obra de Diego y de otros contemporáneos (como Orozco y Siqueiros). Adultos mayores y estudiantes pagan tarifa con descuento.""",Casa de Diego Rivera,Female,40,México,30/09/2015,5
4755,"""HERMOSA BASÍLICA""","""No dejes de visitarla ya sea de día o de noche, hermosa por fuera y por dentro. En las noches muy bonito iluminada.""",Basilica Colegiata,Male,-1,Estados Unidos,26/07/2016,5
4756,"""Lugar excepcionalmente hermoso""","""Nada se compara con este lugar lleno de magia y tan tradicional cuando visitas gto! Todos los comercios de alimentos a sus alrededores son exquisitos y con excelente calidad-precio.""",Jardín de la Unión,Female,23,México,19/11/2015,5
4757,"""Momificación, buena idea""","""Me pareció algo tétrico la verdad, pero después de pensarlo es un honor a las personas difuntas, que tienen vida aún después de la muerte. Aún sigue sorprendiendo el tipo de tierra que permite este estado de momificación. No pueden dejar de visitarlo.""",Museo de las Momias,Male,38,México,15/02/2013,5
4758,Lugar de leyenda,"Es un emblemático lugar que no debe faltar si visitas Guanajuato. 
Yo cada vacaciones lo visito ya que la leyenda dice que si te besas con tu pareja en el tercer escalón son 7 años de amor.
 Nunca falta personas que te cuentan la historia de este lugar de leyenda.",Callejón del Beso,Female,-1,México,2020,5
4759,"""Hermoso edificio cultural""","""Hace unos meses visité la colonial ciudad de Guanajuato y me quede impresionado por el edificio que alberga la Universidad de Guanajuato, de paredes blancas y escaleras enormes por las cuales subí y al entrar, con gran admiración vi que al igual que la ciudad, el interior de la Universidad también tiene sus desniveles y pasillos que llevan a los diversos niveles del edificio, pero parece que en cada rincón hay una sorpresa ya que sale otro pasillo y otra escalera ya sea para arriba o para abajo, es una fantasia para el visitante primerizo que tienen que experimentar y comparar con los tuneles de la ciudad.""",Universidad de Guanajuato,Female,59,México,15/02/2013,5
